fips,state,county,lat,lon,total_population,area_sqmi,population_density_per_sqmi,num_deaths,years_of_potential_life_lost_rate,percent_fair_or_poor_health,average_number_of_physically_unhealthy_days,average_number_of_mentally_unhealthy_days,percent_low_birthweight,percent_smokers,percent_adults_with_obesity,food_environment_index,percent_physically_inactive,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,num_alcohol_impaired_driving_deaths,num_driving_deaths,percent_driving_deaths_with_alcohol_involvement,num_chlamydia_cases,chlamydia_rate,teen_birth_rate,num_uninsured,percent_uninsured,num_primary_care_physicians,primary_care_physicians_rate,num_dentists,dentist_rate,num_mental_health_providers,mental_health_provider_rate,preventable_hospitalization_rate,percent_with_annual_mammogram,percent_vaccinated,high_school_graduation_rate,num_some_college,population,percent_some_college,num_unemployed_CHR,labor_force,percent_unemployed_CHR,percent_children_in_poverty,eightieth_percentile_income,twentieth_percentile_income,income_ratio,num_single_parent_households_CHR,num_households_CHR,percent_single_parent_households_CHR,num_associations,social_association_rate,annual_average_violent_crimes,violent_crime_rate,num_injury_deaths,injury_death_rate,average_daily_pm2_5,presence_of_water_violation,percent_severe_housing_problems,severe_housing_cost_burden,overcrowding,inadequate_facilities,percent_drive_alone_to_work,num_workers_who_drive_alone,percent_long_commute_drives_alone,life_expectancy,num_deaths_2,age_adjusted_death_rate,num_deaths_3,child_mortality_rate,num_deaths_4,infant_mortality_rate,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,num_hiv_cases,hiv_prevalence_rate,num_food_insecure,percent_food_insecure,num_limited_access,percent_limited_access_to_healthy_foods,num_drug_overdose_deaths,drug_overdose_mortality_rate,num_motor_vehicle_deaths,motor_vehicle_mortality_rate,percent_insufficient_sleep,num_uninsured_2,percent_uninsured_2,num_uninsured_3,percent_uninsured_3,other_primary_care_provider_rate,percent_disconnected_youth,average_grade_performance,average_grade_performance_2,median_household_income,percent_enrolled_in_free_or_reduced_lunch,segregation_index,segregation_index_2,homicide_rate,num_deaths_5,suicide_rate_age_adjusted,num_firearm_fatalities,firearm_fatalities_rate,juvenile_arrest_rate,average_traffic_volume_per_meter_of_major_roadways,num_homeowners,percent_homeowners,num_households_with_severe_cost_burden,percent_severe_housing_cost_burden,population_2,percent_less_than_18_years_of_age,percent_65_and_over,num_black,percent_black,num_american_indian_alaska_native,percent_american_indian_alaska_native,num_asian,percent_asian,num_native_hawaiian_other_pacific_islander,percent_native_hawaiian_other_pacific_islander,num_hispanic,percent_hispanic,num_non_hispanic_white,percent_non_hispanic_white,num_not_proficient_in_english,percent_not_proficient_in_english,percent_female,num_rural,percent_rural,num_housing_units,num_households_CDC,num_below_poverty,num_unemployed_CDC,per_capita_income,num_no_highschool_diploma,num_age_65_and_older,num_age_17_and_younger,num_disabled,num_single_parent_households_CDC,num_minorities,num_limited_english_abilities,num_multi_unit_housing,num_mobile_homes,num_overcrowding,num_households_with_no_vehicle,num_institutionalized_in_group_quarters,percent_below_poverty,percent_unemployed_CDC,percent_no_highschool_diploma,percent_age_65_and_older,percent_age_17_and_younger,percent_disabled,percent_single_parent_households_CDC,percent_minorities,percent_limited_english_abilities,percent_multi_unit_housing,percent_mobile_homes,percent_overcrowding,percent_no_vehicle,percent_institutionalized_in_group_quarters,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability
37021,North Carolina,Buncombe,35.6112180724606,-82.53011373671241,250112,656.388630951696,381.042553460079,3416.0,7415.9251915,14.473508476,3.8551298972000003,4.1121226304,8.367244551,16.637681435999998,22.1,7.7,17.3,74.99601373,20.50854552,42.0,156.0,26.923076923000004,1102.0,427.8,20.386198164,27360.0,13.506175521,370.0,143.62964,191.0,73.71585999999999,1588.0,612.88368,2954.0,50.0,53.0,88.04844290700001,49233,68752,71.609553177,4134.0,139319.0,2.9672908936,16.8,101897.0,22996.0,4.4310749696,13308.0,47728.0,27.883003688000002,341,13.237217933,665.5,263.28126391,1177.0,92.204165247,9.0,True,15.408343125999998,12.012906427999999,3.133568351,0.758911085,78.378554444,122804.0,18.6,78.596962484,3416.0,347.14504264,89.0,46.005768813,105.0,5.6221889055,11.622916267999999,12.615815754000002,8.3,,,31100,12.3,19049.885406999998,7.9934731775,273.0,35.32617838,216.0,12.210861222,29.374605931999998,25409.0,16.401897815,2208.0,4.4034940768,234.65572000000003,6.9052513549,3.3359422173000004,3.1492265126,53960.0,46.535837833,48.736547437,34.525513155,4.2964141336,241.0,17.670850458,156.0,12.220772964000002,13.963414634000001,270.17212539999997,68272,63.750198426000004,12891.0,12.488253814,259103,18.461384083,20.002856007000002,15624,6.0300343879,1344,0.5187126355,3719,1.4353365263999998,404,0.1559225482,17326,6.6869160140999995,216363,83.504629433,4665,1.9308295324,52.062693215,57386.0,24.079591135,115984,102118,35996,7656,28087.0,18187,45103,48461,34180,7044,40271,4682,8815,18571,3201,5669,7099,14.8,6.0,10.0,18.0,19.4,13.9,6.9,16.1,2.0,7.6,16.0,3.1,5.6,2.8,0.4438,0.3792,0.2429,0.2999,0.3044,0.5753,0.1461,0.3521,0.2627,0.1025,0.5119,0.7612,0.659,0.8249,0.6753,0.7982,0.4537,0.6536,0.9086,0.4804
37023,North Carolina,Burke,35.749613519603,-81.7047648162128,89082,506.245475556702,175.966017082996,1551.0,9784.306744200001,17.014349433,4.0934835091,4.129971869599999,8.5533776122,17.303198204,36.4,6.9,27.0,66.20248152100001,16.007621740999998,18.0,77.0,23.376623376999998,334.0,374.0,32.546266752,10260.0,14.698929815,48.0,53.75561,38.0,42.04377,253.0,279.92298999999997,3877.0,48.0,53.0,88.5,10710,20849,51.369370233999994,1446.0,40579.0,3.5634195027,20.6,81882.0,18680.0,4.3834047109,6264.0,16953.0,36.949212529,129,14.446821139,156.0,178.6921112,443.0,99.137525903,10.1,False,13.640350877000001,10.794780545999998,2.9385964912,0.4970760234,86.44701359,37453.0,24.6,76.486141551,1551.0,448.54052094,50.0,72.48793076,46.0,7.6310550763,12.772927420999999,13.171927518,8.9,,,12280,13.8,12331.441637,13.564151747999999,74.0,27.557852870999998,96.0,15.306098045,34.017629744000004,9588.0,18.008001052,758.0,4.3210580322,89.61961,14.673587542,3.1577192733999997,3.0512210070999997,44946.0,56.45198972,50.511264051000005,27.770606033000004,4.6237171178,92.0,18.444705486,66.0,14.769924852,17.5,96.473698281,25072,72.311952007,3330.0,10.088769049,90382,18.914164325,20.240755903,6027,6.6683631697,829,0.9172180301,3365,3.7230864553,624,0.6904029562999999,5648,6.249031886900001,73587,81.417760173,1343,1.5719000912999999,50.009957735,38776.0,42.652235128,40618,34199,17135,4459,20775.0,12888,16243,17905,17776,3364,15779,1817,790,10400,1005,2050,2973,19.9,10.8,20.4,18.2,20.1,20.5,9.8,17.7,2.1,1.9,25.6,2.9,6.0,3.3,0.7479,0.8918,0.7673,0.8201,0.8676,0.5944,0.2073,0.851,0.7221,0.7673,0.5387,0.7768,0.6883,0.3712,0.8889,0.7682,0.5193,0.7090000000000001,0.8644,0.8991
37025,North Carolina,Cabarrus,35.3867943920272,-80.5518646258995,192296,361.238298000662,532.3245100652299,2241.0,6642.3591456,14.730247494,3.4899424936,3.7427972513,8.788486492899999,15.520446062000001,35.9,7.8,25.4,79.508007932,18.775032259,28.0,99.0,28.282828283,975.0,471.3,20.031755008,18736.0,10.42423568,180.0,87.01033000000001,91.0,43.058170000000004,559.0,264.50019,5518.0,47.0,51.0,88.83780487799999,38754,54145,71.574475944,3794.0,106601.0,3.55906605,12.9,120434.0,29103.0,4.1381988111000005,15334.0,51903.0,29.543571663,215,10.392899957000001,228.5,117.17978764,704.0,69.794947599,11.0,True,13.413384097,9.9298115996,3.5949626592,0.7394933372,82.662241511,97925.0,42.6,78.55974336,2241.0,334.18204914,91.0,43.016038836999996,97.0,5.7508744886,10.874458745999998,11.607239035,11.7,,,23650,12.0,12872.007764,7.231018175499999,164.0,26.45997767,131.0,9.4900510217,31.124671059,16833.0,13.301882319,2171.0,3.8851804792,119.23801,6.1740890688,3.2197058676999997,3.1597023213999997,69297.0,47.843825726000006,29.377010375,26.738846262,3.8394862912,124.0,12.401594678,98.0,9.7157739556,8.2010582011,116.0577952,51670,71.467101896,7229.0,10.299041188,211342,25.653679818,13.224063366,38046,18.00210086,1507,0.7130622403,9251,4.3772652857,211,0.09983817699999999,22786,10.781576780999998,136604,64.636466012,4165,2.2094084196,51.267613631,34273.0,19.253304570999997,75287,68289,22324,7948,27728.0,13997,23953,50611,19733,6704,59643,4613,4541,5360,2456,3136,1488,11.7,7.9,11.1,12.5,26.3,10.3,9.8,31.0,2.6,6.0,7.1,3.6,4.6,0.8,0.2455,0.6466,0.2665,0.3827,0.3639,0.1111,0.8927,0.0831,0.7202,0.3314,0.7081,0.8147,0.8125,0.7657,0.3337,0.8453,0.2763,0.0942,0.3846,0.4473
37027,North Carolina,Caldwell,35.9530372524275,-81.5464138443384,81623,471.89097249602,172.970039177192,1443.0,9025.1775075,16.668500024,4.1163201824,4.1630504549000005,9.5988538682,16.720111688,39.0,6.7,25.8,63.77651182100001,16.255831707000002,23.0,51.0,45.098039216000004,240.0,292.8,35.750401523,9088.0,13.919436360999999,39.0,47.571999999999996,24.0,29.25795,50.0,60.95405,5002.0,48.0,53.0,88.5,9982,18827,53.019599511,1402.0,36595.0,3.8311244706,22.4,81806.0,17766.0,4.6046380727,5270.0,16756.0,31.451420387,100,12.197948305,137.0,168.59878412,378.0,92.59486074,9.9,False,13.365716075999998,11.791852322999999,1.582575995,0.5484174239999999,83.505709671,35291.0,32.1,76.019160811,1443.0,445.19979252,38.0,56.534999628,40.0,7.2345812986,12.664274004000001,13.096168175999999,18.7,,,10760,13.1,14220.716347,17.127408914,64.0,26.073600886999998,83.0,14.50668531,31.224477686999997,8409.0,17.226615315,765.0,4.3741780548,75.58303000000001,11.957985457000001,3.2461356091000004,2.92611749,43328.0,58.331916341,62.148683173,43.35960968,5.5929389146,82.0,17.803368227,72.0,17.637116330999998,13.0,64.39249336399999,23242,71.307602626,3636.0,11.633710885,82029,20.102646625,19.873459386,3914,4.7714832559,523,0.6375793927000001,600,0.731448634,79,0.0963074035,4644,5.6614124273,71424,87.071645394,1140,1.4682774787000001,50.460203099,28585.0,34.42773007,37658,31912,14137,3992,20587.0,13017,14399,17179,15287,2381,9637,889,818,7194,504,1563,1004,17.6,10.5,22.4,17.6,21.0,18.9,7.5,11.8,1.1,2.2,19.1,1.6,4.9,1.2,0.6227,0.8742,0.7829,0.8819,0.8481,0.5329999999999999,0.305,0.7628,0.3467,0.4304,0.41100000000000003,0.6195,0.517,0.4069,0.7574,0.389,0.3298,0.2445,0.2967,0.6294
37029,North Carolina,Camden,36.3877129658127,-76.2063649183243,10228,240.32867985925802,42.5583829861245,129.0,6289.142051100001,13.768789332,3.5504459895999996,3.7555797592,7.275541795700001,15.55760781,32.4,8.5,24.6,37.174348697,18.615872149,1.0,8.0,12.5,24.0,226.8,11.088295687999999,1062.0,11.871227364000001,2.0,18.90181,,,4.0,37.34827,6170.0,49.0,50.0,83.4,1581,2444,64.68903437,173.0,4650.0,3.7204301075,9.9,106008.0,29850.0,3.5513567838999998,970.0,2491.0,38.940184665,12,11.341083073,6.5,63.005864392,49.0,93.602552102,8.4,False,15.243101183,13.140604468,1.4191852825,0.7884362681,91.369112815,4565.0,43.5,79.483548169,129.0,326.5639347,,,,,10.517238172999999,11.377152156,10.7,,,1160,11.2,88.927268032,0.8910547899,,,10.0,13.769173574000002,30.993855892,923.0,14.252625077000001,153.0,5.8982266769,,,3.6045336763,3.4946944841,65955.0,26.473740621999998,11.305749314000002,9.0739945671,,18.0,33.593728193000004,10.0,19.102561654000002,,24.506464057,3088,80.50052137600001,447.0,12.107258938,10710,22.829131653,16.339869281,1243,11.605975724,59,0.5508870215,235,2.1942110177000003,10,0.0933706816,317,2.9598506069,8599,80.289449113,72,0.7232546459,50.177404295,9935.0,99.549098196,4142,3804,1060,536,26420.0,1180,1617,2429,1426,318,2000,163,103,617,54,108,34,10.4,11.0,16.8,15.8,23.7,14.2,8.4,19.6,1.7,2.5,14.9,1.4,2.8,0.3,0.1678,0.9023,0.341,0.6925,0.5428,0.3464,0.6727,0.3795,0.4982,0.3957,0.5661,0.7243,0.6718,0.4569,0.6377,0.3209,0.0621,0.028999999999999998,0.0869,0.3754
37031,North Carolina,Carteret,34.8394020206116,-76.6728349606135,68537,507.627387124574,135.01438602086398,1197.0,8751.1935058,15.936653387,3.9206883043,4.1895301195,7.4256208507000006,15.646473990999999,31.9,7.8,24.1,89.20549429100001,16.099373083,6.0,30.0,20.0,223.0,323.7,18.979438940999998,6548.0,12.679847407999999,52.0,75.49252,51.0,73.35596,111.0,159.6571,3775.0,51.0,49.0,85.2,10553,14838,71.121444939,1369.0,31755.0,4.3111321052,15.9,101224.0,23421.0,4.3219333077,4043.0,12247.0,33.012166245,89,12.920834483,,,323.0,93.62725915600001,8.7,False,14.848638592999999,13.337895637,1.2683916794,0.862506342,80.278452748,30454.0,31.5,77.696220114,1197.0,397.50939911,28.0,56.403851577,29.0,6.9295101553,11.868180103,12.565017092,11.0,,,8310,12.1,4697.1451115,7.0666703449,64.0,30.873875395,46.0,9.5623956711,32.766631335,5958.0,15.125282425,664.0,5.1309790588,112.19147,12.403100775,3.5119901875,3.4516374382,55052.0,40.495867769,46.719950264,33.072990125,3.3260506681999997,84.0,21.969540007,57.0,16.522457497999998,8.4444444444,129.65478889,21435,72.196025598,3381.0,11.814242784000001,69524,17.559403947,24.97410966,3817,5.4901904378,435,0.6256832173,911,1.3103388758,115,0.16541050570000002,2965,4.2647143432,60138,86.499626028,497,0.7535326581,51.01835337399999,21671.0,32.603168394,48932,29563,8869,3031,29349.0,5114,14969,12646,13019,2322,9354,731,4413,9103,376,1452,1060,13.1,9.2,10.0,21.8,18.5,19.5,7.9,13.6,1.1,9.0,18.6,1.3,4.9,1.5,0.3362,0.7851,0.1818,0.2999,0.3846,0.8507,0.0917,0.7994,0.4056,0.6078,0.4537,0.6125,0.5361,0.8647,0.7466,0.2617,0.3298,0.3763,0.5247,0.4849
37033,North Carolina,Caswell,36.3931794689644,-79.33353648437459,23094,425.365752538788,54.292100062508204,451.0,10090.551275,18.900556514,4.1668369043,4.181045524,9.9516240498,17.664689381,28.6,7.1,19.1,33.787259159,14.915474669000002,14.0,28.0,50.0,122.0,538.7,25.989798396999998,2151.0,12.946133012,4.0,17.66316,5.0,22.028370000000002,6.0,26.43405,5715.0,45.0,48.0,84.3,2670,5100,52.352941176,429.0,9820.0,4.3686354379,28.1,82409.0,17946.0,4.5920539395999995,1412.0,4302.0,32.821943282,33,14.572109865,58.5,254.8408878,117.0,102.38280669,10.2,True,14.591549295999998,12.678469446,2.2985915493,0.3943661972,84.141712358,9484.0,49.1,75.925649709,451.0,470.73747514,13.0,75.384169324,,,13.088891395,13.205834800999998,6.2,,,3990,17.5,782.45176711,3.2988396101,15.0,21.976733964,40.0,24.893579946,34.282364118000004,1914.0,15.330396475999999,260.0,5.9646707961,88.11349,,3.0936088957,3.0657240957,45517.0,78.039655817,21.119818339000002,19.881452871,8.0904134824,11.0,7.2981374661,18.0,15.751201029,14.375,18.276575647999998,7180,78.814489572,1044.0,11.902861703,22698,18.821041501,21.504097277,7245,31.919111815999997,165,0.7269362939,134,0.5903603842,5,0.0220283725,944,4.1589567362999995,13876,61.133139484,227,1.0466617484,49.224601286,23528.0,99.194738395,10626,8874,4888,1059,20235.0,4204,4465,4399,4758,616,8957,209,145,3090,207,830,1016,22.1,10.4,24.9,19.3,19.0,21.4,6.9,38.8,0.9,1.4,29.1,2.3,9.4,4.4,0.8287,0.8698,0.8074,0.9376,0.9175,0.6909,0.1229,0.8905,0.2684,0.4524,0.7966,0.5743,0.7249,0.2521,0.9316,0.6367,0.8676,0.7819,0.9261,0.9086
37035,North Carolina,Catawba,35.6620498902454,-81.215087476614,155461,401.371796259914,387.32417536216,2433.0,8342.6260312,15.393386824,3.8813864718,4.0328480751999995,8.5778219791,16.024647963,31.3,7.7,26.0,71.441065575,16.842762681,29.0,100.0,29.0,622.0,393.7,27.138350082,17020.0,13.201780922000001,105.0,66.46663000000001,85.0,53.57638000000001,335.0,211.15397000000002,3861.0,50.0,55.0,91.607913669,22097,37145,59.488491049,2761.0,78802.0,3.5037181797000003,20.0,96213.0,22070.0,4.359447213399999,11086.0,34958.0,31.712340523,225,14.242850089000001,413.0,266.68302495,658.0,84.070655125,10.5,False,13.381343159000002,10.397491313,2.7298609948,0.9629877742,85.175971215,71148.0,23.0,76.586628593,2433.0,412.77740456,73.0,51.679220706,74.0,6.0566377476,11.934368897,12.38122365,10.6,,,19180,12.3,12077.649970999999,7.8244405677,114.0,24.097149561,155.0,14.196427263,33.102676086,15459.0,16.471678813,1773.0,4.790856031100001,149.38356000000002,5.746295627,3.1422221039999996,3.0696619538,53738.0,52.768977316000004,34.633730346,30.337682034,5.6785709052,142.0,17.480227714,115.0,14.693199604,16.0,106.74795227,42417,69.423394818,5771.0,9.7823507475,158652,22.087966115,17.861104808,13454,8.4801956483,963,0.6069888813000001,6995,4.4090210019,168,0.1058921413,15748,9.9261276252,119443,75.286160906,4129,2.7927141881,51.16418324399999,46763.0,30.295158009,68076,59710,24269,6049,24220.0,17720,25077,35663,21972,5110,36298,4083,3086,9721,1632,2976,2451,15.9,7.9,16.6,16.1,22.9,14.3,8.6,23.3,2.8,4.5,14.3,2.7,5.0,1.6,0.5107,0.6466,0.5033,0.6829,0.6125,0.3789,0.5533,0.3913,0.5336,0.3699,0.6208,0.8290000000000001,0.774,0.6778,0.618,0.7284,0.3473,0.3868,0.6211,0.6543
37037,North Carolina,Chatham,35.7025816567387,-79.2552973934949,68778,681.474700289792,100.925243403391,794.0,6197.8159203000005,15.493605698,3.7780271925999998,3.8790673389999997,8.8943931547,14.17891525,23.8,8.4,20.9,63.413904417,15.865997772,16.0,62.0,25.806451613000004,195.0,272.8,17.161186848,7746.0,14.248399675999998,68.0,95.14215,36.0,49.22135,90.0,123.05336000000001,2968.0,46.0,59.0,85.9,9441,14443,65.367305961,1158.0,34637.0,3.3432456622,14.2,135772.0,24842.0,5.4654214637,4361.0,14243.0,30.618549463,64,8.9545556302,115.5,164.75522081,255.0,71.532764811,10.3,True,13.834641357999999,12.281025263,1.6791385288999998,0.584048184,79.227506718,30887.0,49.4,81.7298371,794.0,267.40005766,30.0,51.955249212,42.0,9.502262443400001,11.436164395999999,11.988426175999999,11.2,,,7490,11.0,1526.6069032999999,2.4039160747999997,25.0,11.528493825,83.0,16.963944465,30.664644984000002,6741.0,16.878239315,1086.0,7.1739992073000005,38.28327,,3.2737817445,3.2119833049,73703.0,42.729393468000005,31.709685909,29.36891074,3.065773096,46.0,12.810275048,31.0,8.696140035900001,10.0,42.099221914,21817,76.478423949,3189.0,11.683886568,73139,20.186220758,24.415154705,8781,12.005906561,875,1.1963521514,1580,2.1602701705,88,0.1203188449,9011,12.32037627,52521,71.809841535,2330,3.5123157165,52.210175146000005,41864.0,65.922368317,30056,27397,9185,2497,35109.0,6639,16390,13946,9764,1796,19457,2404,962,4405,461,1354,834,13.6,7.8,13.1,23.8,20.3,14.3,6.6,28.3,3.7,3.2,14.7,1.7,4.9,1.2,0.3664,0.6361,0.0583,0.5189,0.3766,0.9096,0.2238,0.3913,0.2155,0.2862,0.6842,0.8736,0.8338,0.5412,0.631,0.4285,0.3298,0.2365,0.3133,0.4187
37039,North Carolina,Cherokee,35.1338803675732,-84.06348032455492,27226,455.36931077167,59.7888337135912,544.0,10653.806943000001,17.302028834,4.2617505625,4.3453741993,9.4586185439,17.350194997,27.0,8.0,29.4,98.637224894,14.457792147000001,10.0,33.0,30.303030303000003,42.0,149.5,32.511455379000004,2758.0,13.992897007,10.0,35.60366,9.0,31.709120000000002,41.0,144.45266999999998,4262.0,38.0,43.0,92.4,3225,5247,61.463693539,495.0,11235.0,4.4058744993,27.9,78072.0,18322.0,4.2611068661000004,1484.0,4763.0,31.156833928,34,12.105244419000002,58.0,213.40790345,146.0,105.26771165,9.0,False,13.496084754000002,11.063423939000002,2.2570244127000003,1.1976047904,81.20871537,10143.0,27.8,76.666769456,544.0,448.47990476,17.0,87.70119686299999,,,12.897591137000001,13.456708529,13.1,,,3520,12.8,941.33992723,3.4300390877,22.0,26.074074074000002,43.0,22.290880438000002,31.982019694,2516.0,16.821555125,269.0,5.3542993631,91.60413,,3.1475569071,3.1515861154,41262.0,82.386202997,41.413217646,10.925428617,5.7023182515999995,32.0,19.605558045,31.0,22.351363433000003,14.444444444,24.681089264,9536,80.168137873,1222.0,10.710842317000001,28383,16.802311243,29.584610506,414,1.4586195962000001,438,1.5431772540000002,204,0.7187400909,25,0.0880808935,936,3.2977486524,25816,90.955853856,153,0.5765100418,51.266603248,27444.0,100.0,17709,10857,5247,790,19285.0,3268,7275,4870,5540,542,2258,119,43,3911,244,683,457,19.5,7.7,15.8,26.7,17.9,20.6,5.0,8.3,0.5,0.2,22.1,2.2,6.3,1.7,0.7294,0.6205,0.8663,0.6431,0.7663,0.9669,0.0662,0.8577,0.0751,0.446,0.3075,0.3582,0.2974,0.0465,0.8281,0.6129,0.5645,0.4187,0.4639,0.5794
37041,North Carolina,Chowan,36.1508434431968,-76.60789816302521,14556,172.657064174554,84.3058467928313,246.0,9837.352250299999,20.64132206,4.5339704975,4.3335928714,10.696266397999999,17.971445009,38.5,6.2,28.3,51.862367336000005,13.071061983,4.0,10.0,40.0,101.0,716.1,33.310201249,1260.0,11.949924127000001,12.0,85.07621,5.0,35.64046,14.0,99.79329,3464.0,50.0,49.0,89.2,1628,3436,47.380675204,247.0,5582.0,4.424937298500001,30.2,85777.0,16794.0,5.1075979516,1480.0,2993.0,49.448713665,19,13.470400567,66.0,453.967053,57.0,79.7392387,8.6,True,19.983136594,16.494845361,4.215851602,0.8431703204000001,79.950729581,5277.0,46.5,76.567850262,246.0,445.88733879,,,,,14.337570204,14.105888647,16.5,,,2670,18.6,1676.4100615,11.332454955,,,14.0,13.863994217,35.13456386,1112.0,14.391096156,165.0,5.5239370606,64.15283000000001,,3.0930440781,3.1337378929,42618.0,61.747285291000004,28.774071696,29.33162148,,10.0,13.948102430999999,,,38.0,82.64097755899999,4144,69.251336898,813.0,14.661857529,14029,20.172499822,24.634685295,4769,33.993869841,62,0.4419416922,113,0.8054743745,33,0.23522702969999998,518,3.6923515575,8403,59.897355478,0,0.0,52.405730986,10003.0,67.619820185,7256,5931,3491,855,22173.0,1667,3213,3059,2217,670,5820,89,145,1476,246,633,250,24.4,13.4,15.8,22.1,21.0,15.5,11.3,40.0,0.6,2.0,20.3,4.1,10.7,1.7,0.8879,0.9618,0.6644,0.6431,0.8475,0.8602,0.2996,0.5107,0.8663,0.8529,0.8077,0.4575,0.6533,0.3798,0.7829,0.8883,0.9198,0.4333,0.9079999999999999,0.9182
37043,North Carolina,Clay,35.057224165528396,-83.75017713745379,10730,214.983333761714,49.9108457025467,199.0,10263.858116,17.070928132,4.1935195577,4.3242134677,8.457711442799999,16.310994291,31.4,8.1,30.1,99.697742514,14.432108079,2.0,11.0,18.181818182,18.0,162.5,28.829847371,1193.0,15.592732975999999,6.0,54.18096,8.0,71.81973,14.0,125.68453000000001,3530.0,43.0,46.0,86.3,1242,2064,60.174418605,178.0,4111.0,4.3298467526,24.2,73688.0,17478.0,4.2160430255,494.0,1883.0,26.234731811,14,12.642225032,26.0,243.71953506,53.0,97.404984195,8.5,False,18.006430868,15.670995670999998,0.6216505895000001,2.0364415863,84.53278501300001,4377.0,34.4,76.354650145,199.0,416.46764027,,,,,13.002554701,13.536837554000002,6.2,,,1410,13.1,132.55130199,1.2520194766,,,19.0,25.127621869000002,30.772404553,1054.0,18.404050987,151.0,7.4752475248,116.70707,,3.1273331469,3.1301538176,42878.0,50.185597623999996,31.968105881,25.273774845,,,,,,7.1428571429,20.986214798,3855,76.155669696,706.0,14.91339248,11139,17.272645659000002,31.09794416,128,1.1491157195000001,69,0.6194451926,40,0.35909866240000005,6,0.0538647994,405,3.6358739563999998,10344,92.862914086,46,0.44179792549999997,51.207469251999996,10587.0,100.0,7223,4666,1731,473,23076.0,970,3012,1933,1834,193,413,43,125,1369,31,202,62,16.2,10.3,12.0,28.1,18.0,17.2,4.1,3.8,0.4,1.7,19.0,0.7,4.3,0.6,0.5304,0.8634,0.5938,0.4467,0.645,0.9790000000000001,0.07200000000000001,0.6606,0.0379,0.2919,0.0767,0.3384,0.1627,0.3273,0.7558,0.0742,0.23399999999999999,0.0573,0.0748,0.2614
37045,North Carolina,Cleveland,35.3340326627943,-81.5555939110011,97113,464.096920225898,209.25155019932203,1812.0,10469.890647,17.910785155,4.2138072623000005,4.3274043058,10.441448586,18.370495757,38.1,7.0,28.7,55.345745223,15.741713619,30.0,111.0,27.027027027,566.0,581.5,33.76714738,9234.0,11.926226332,51.0,52.3969,41.0,41.98884,132.0,135.18357,5877.0,47.0,50.0,88.0,11921,21714,54.900064475,1895.0,47966.0,3.9507150899,28.4,80270.0,16153.0,4.969355537699999,9510.0,21230.0,44.795101272,180,18.49302402,173.5,188.18501787,496.0,102.04123618,10.6,True,14.954276493,13.409371994,2.0441097364,0.5244755245,85.158709677,38750.0,32.2,74.353865623,1812.0,496.61261619,58.0,67.511727253,69.0,9.3067170219,13.239916326,13.76502995,15.4,,,16040,16.5,7071.619391699999,7.210199424600001,43.0,14.719826922000001,144.0,21.157833026,34.310047913000005,8482.0,15.014249552999999,852.0,3.8491077479,134.15946,8.3104017611,3.2650537617,3.1843889908999996,42728.0,68.896236012,29.11489201,26.902386405999998,6.4648934248000005,88.0,17.209841026,77.0,15.841079004000001,19.466666667000002,94.13378758200001,24900,67.51260777600001,4916.0,14.237720111,97645,22.014440063000002,18.622561319000003,20162,20.64826668,368,0.376875416,1013,1.0374315121,31,0.0317476573,3572,3.6581494188,71158,72.87418710600001,493,0.5372125967,51.944287982,54718.0,55.790289361999996,43285,37178,19866,5596,20677.0,10893,16599,21657,16255,3596,25675,677,1038,7989,761,2639,1681,20.8,12.2,16.5,17.1,22.3,16.8,9.7,26.4,0.7,2.4,18.5,2.0,7.1,1.7,0.7867,0.9408,0.7765,0.6769,0.8539,0.4782,0.4655,0.6253,0.7017,0.6979,0.6587,0.4986,0.589,0.4441,0.7424,0.5492,0.6807,0.4378,0.6756,0.8211
