fips,state,county,lat,lon,total_population,area_sqmi,population_density_per_sqmi,num_deaths,years_of_potential_life_lost_rate,percent_fair_or_poor_health,average_number_of_physically_unhealthy_days,average_number_of_mentally_unhealthy_days,percent_low_birthweight,percent_smokers,percent_adults_with_obesity,food_environment_index,percent_physically_inactive,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,num_alcohol_impaired_driving_deaths,num_driving_deaths,percent_driving_deaths_with_alcohol_involvement,num_chlamydia_cases,chlamydia_rate,teen_birth_rate,num_uninsured,percent_uninsured,num_primary_care_physicians,primary_care_physicians_rate,num_dentists,dentist_rate,num_mental_health_providers,mental_health_provider_rate,preventable_hospitalization_rate,percent_with_annual_mammogram,percent_vaccinated,high_school_graduation_rate,num_some_college,population,percent_some_college,num_unemployed_CHR,labor_force,percent_unemployed_CHR,percent_children_in_poverty,eightieth_percentile_income,twentieth_percentile_income,income_ratio,num_single_parent_households_CHR,num_households_CHR,percent_single_parent_households_CHR,num_associations,social_association_rate,annual_average_violent_crimes,violent_crime_rate,num_injury_deaths,injury_death_rate,average_daily_pm2_5,presence_of_water_violation,percent_severe_housing_problems,severe_housing_cost_burden,overcrowding,inadequate_facilities,percent_drive_alone_to_work,num_workers_who_drive_alone,percent_long_commute_drives_alone,life_expectancy,num_deaths_2,age_adjusted_death_rate,num_deaths_3,child_mortality_rate,num_deaths_4,infant_mortality_rate,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,num_hiv_cases,hiv_prevalence_rate,num_food_insecure,percent_food_insecure,num_limited_access,percent_limited_access_to_healthy_foods,num_drug_overdose_deaths,drug_overdose_mortality_rate,num_motor_vehicle_deaths,motor_vehicle_mortality_rate,percent_insufficient_sleep,num_uninsured_2,percent_uninsured_2,num_uninsured_3,percent_uninsured_3,other_primary_care_provider_rate,percent_disconnected_youth,average_grade_performance,average_grade_performance_2,median_household_income,percent_enrolled_in_free_or_reduced_lunch,segregation_index,segregation_index_2,homicide_rate,num_deaths_5,suicide_rate_age_adjusted,num_firearm_fatalities,firearm_fatalities_rate,juvenile_arrest_rate,average_traffic_volume_per_meter_of_major_roadways,num_homeowners,percent_homeowners,num_households_with_severe_cost_burden,percent_severe_housing_cost_burden,population_2,percent_less_than_18_years_of_age,percent_65_and_over,num_black,percent_black,num_american_indian_alaska_native,percent_american_indian_alaska_native,num_asian,percent_asian,num_native_hawaiian_other_pacific_islander,percent_native_hawaiian_other_pacific_islander,num_hispanic,percent_hispanic,num_non_hispanic_white,percent_non_hispanic_white,num_not_proficient_in_english,percent_not_proficient_in_english,percent_female,num_rural,percent_rural,num_housing_units,num_households_CDC,num_below_poverty,num_unemployed_CDC,per_capita_income,num_no_highschool_diploma,num_age_65_and_older,num_age_17_and_younger,num_disabled,num_single_parent_households_CDC,num_minorities,num_limited_english_abilities,num_multi_unit_housing,num_mobile_homes,num_overcrowding,num_households_with_no_vehicle,num_institutionalized_in_group_quarters,percent_below_poverty,percent_unemployed_CDC,percent_no_highschool_diploma,percent_age_65_and_older,percent_age_17_and_younger,percent_disabled,percent_single_parent_households_CDC,percent_minorities,percent_limited_english_abilities,percent_multi_unit_housing,percent_mobile_homes,percent_overcrowding,percent_no_vehicle,percent_institutionalized_in_group_quarters,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability
37047,North Carolina,Columbus,34.2655886022324,-78.6550232520384,57015,937.507839229708,60.815491470285394,1143.0,11745.545017,21.97416485,4.5470207304,4.4240996505000005,11.295681063,19.205305092,46.2,7.1,30.7,45.906915901000005,14.402245358,24.0,105.0,22.857142857,310.0,554.2,40.601747007,6192.0,14.764652582,21.0,37.54291,14.0,25.154970000000002,69.0,123.97808,6702.0,41.0,46.0,84.021893491,7014,13353,52.527521905,1115.0,22338.0,4.9914943146,36.2,77474.0,14791.0,5.2379149483,5522.0,11956.0,46.18601539,42,7.5085812357,216.0,388.27970519999997,286.0,101.51095147,9.7,True,16.485753053,14.563106796,2.4197195838999996,1.1080958842,85.223934443,19403.0,37.4,74.23425866,1143.0,542.85468516,32.0,66.175862354,39.0,9.1420534459,14.434733140999999,14.284448091,19.1,,,10470,18.5,774.9652381,1.3338931428,40.0,23.795926137,131.0,33.028512935,38.239284778000005,5581.0,18.336235503,676.0,5.550082101799999,89.83919,15.399025852000001,3.026097463,2.8701162448,36862.0,93.16097668799999,26.11556483,25.389756697,15.883941335,31.0,11.214819220999999,54.0,19.166403424000002,13.571428570999998,39.534388164,16041,71.91338653300001,3196.0,15.394990365999998,55655,20.923546850999998,20.107807025,16698,30.002695176,2067,3.7139520259,335,0.6019225586,48,0.08624562029999999,3038,5.458629054,32976,59.250741173,866,1.6194786251,50.50759141100001,46824.0,80.59485696600001,25935,22108,12443,1904,21133.0,7589,10151,12646,11100,2309,22883,608,282,8274,533,1760,2878,23.0,8.5,19.3,17.8,22.2,20.5,10.4,40.1,1.1,1.1,31.9,2.4,8.0,5.0,0.8586,0.7163,0.7418,0.7781,0.8294,0.5524,0.4451,0.851,0.7886,0.8968,0.8106,0.616,0.7596,0.1929,0.9522,0.6539,0.774,0.8125,0.9032,0.9328
37049,North Carolina,Craven,35.124872717077196,-77.0938962020469,104190,706.696053977158,147.43254814235502,1623.0,9835.3044453,17.038629017,4.013430578,4.0131570626999995,8.1550932708,15.658887703,30.6,7.2,23.1,80.780638616,17.801530269,16.0,64.0,25.0,814.0,793.5,36.46303541,9147.0,11.57980023,71.0,69.21562,56.0,54.41542,219.0,212.80317000000002,3670.0,60.0,57.0,86.2,16679,25144,66.33391664,1744.0,41528.0,4.1995761896,21.8,95986.0,22855.0,4.1997812295,7751.0,22240.0,34.851618705,124,12.088362027,257.0,249.10825062,470.0,90.92738191,9.4,False,15.611918247,13.609834844000002,1.686776656,1.1081014528,80.05093196899999,46729.0,24.3,76.356676965,1623.0,455.97694671,67.0,74.015156537,77.0,7.413826304600001,12.243174122000001,12.391632145,15.4,,,15610,15.1,8428.90631,8.1434774263,110.0,35.606195478000004,104.0,14.322011140999999,36.388121911,7977.0,14.033390215,1281.0,5.5122853823,103.97233,5.3962564715,3.2178620541000003,3.2022204488,50748.0,52.135588362,38.379499398,33.415048526999996,5.6461774689999995,76.0,14.883478063,65.0,12.575063455999999,19.027777778,111.1919673,25544,62.499082478999995,5084.0,12.854614412,102912,21.601951181999997,19.04539801,21460,20.852767413,670,0.6510416667,3222,3.1308302239,193,0.18753886820000001,7590,7.375233209,67590,65.677472015,2195,2.2770181953999997,49.444185323,28680.0,27.708806338000002,45946,40609,15205,4453,25230.0,8573,17838,23473,17079,3612,35086,2251,2289,6555,687,2935,3801,15.2,9.9,12.7,17.1,22.5,17.7,8.9,33.7,2.3,5.0,14.3,1.7,7.2,3.6,0.469,0.8405,0.4282,0.4951,0.5813,0.4782,0.5008,0.6890000000000001,0.5842,0.6816,0.7383,0.794,0.8192,0.7055,0.618,0.4317,0.6934,0.7348,0.8373,0.7861
37051,North Carolina,Cumberland,35.048625609450305,-78.82756174934629,325841,652.515286961958,499.361480888948,4420.0,9399.665511799998,19.498561182,4.3401861407,4.3730241156,9.820250872899999,18.090857472,33.7,6.0,25.0,77.204779749,15.973300899000002,64.0,215.0,29.76744186,3646.0,1096.4,32.504728451999995,29738.0,10.775223291,250.0,75.17756999999999,344.0,103.51156999999999,1089.0,327.68634,6271.0,40.0,39.0,82.0,69050,95821,72.061447908,6578.0,127957.0,5.140789484,23.7,88663.0,20467.0,4.3319978502,33680.0,81674.0,41.237113402,306,9.2017344969,1789.5,548.41665569,1260.0,76.72779111,10.6,True,16.268874817,14.850378709000001,1.8428316285,0.4586783569,80.011367316,151311.0,23.2,76.33798131100001,4420.0,458.85127863,256.0,77.5583657,345.0,8.9913995309,13.548234025,13.603953053,11.5,,,62510,18.8,40984.464151,12.830459207,253.0,25.503955129,366.0,15.96796634,37.54849535,26854.0,13.689984604000001,3216.0,3.8395873876,188.66789,8.8628042214,3.1873776479,2.9631178652999997,46779.0,71.723501595,30.056914679000002,26.518806949000002,11.081594127,252.0,15.476075290999999,292.0,17.781361114,29.367588933,169.35789409,63395,50.953238277,20347.0,17.134604372000002,332330,24.710077333,11.920982155999999,123373,37.123642163,6134,1.8457557247,9438,2.8399482442000004,1296,0.38997382119999996,39430,11.864712785,141651,42.623597026999995,4618,1.5057844557,50.503114374,42702.0,13.368145233,143412,123178,55235,15560,23148.0,19520,35294,84134,48378,15506,180063,4394,14803,13474,2267,7970,10684,17.6,11.4,9.7,10.8,25.8,16.2,12.6,55.3,1.5,10.3,9.4,1.8,6.5,3.3,0.6227,0.9153,0.5893,0.2773,0.6336,0.0474,0.8698,0.5718,0.9347,0.7975,0.9112,0.687,0.8532,0.8879,0.4323,0.4826,0.5985,0.7033,0.8026,0.8303
37053,North Carolina,Currituck,36.403087828309296,-76.00593716636858,24864,261.937705705844,94.9233327557746,360.0,7121.9453564,13.642424512,3.5989610136000003,3.8174449159,7.3239436620000005,15.372268443,28.6,8.6,22.2,54.71185289,18.34651147,5.0,22.0,22.727272727,60.0,227.9,15.187997777,2837.0,12.808126411,7.0,26.584629999999997,6.0,22.163120000000003,8.0,29.550829999999998,5259.0,40.0,47.0,86.7,4267,6131,69.597129343,492.0,13633.0,3.6088901929,13.8,112079.0,30031.0,3.7321101528,1580.0,5696.0,27.738764045,26,9.8742926588,43.0,171.18856619999997,93.0,71.841855219,8.5,False,14.457202505,12.627698789,1.9832985386000002,0.26096033399999996,84.09670257399999,12161.0,61.6,78.00126381,360.0,352.0986343,,,,,10.750685704,11.639061989000002,9.4,,,2560,10.1,667.35009631,2.8341194051,22.0,27.773569661,18.0,10.116679031,30.945242166999996,2453.0,15.075901910999999,412.0,6.695920689099999,18.46927,,3.2736221598000004,3.2849081699,64426.0,29.558213326999997,21.190811064000002,14.752692681,,27.0,19.311284489000002,23.0,17.767340538,13.333333332999999,45.195247598,8384,82.61726448600001,1331.0,13.56087621,27072,22.377364066,16.245567376,1498,5.533392435,184,0.6796690307,201,0.7424645390000001,21,0.077570922,1073,3.9635047281,23641,87.326388889,83,0.3402197081,50.487588652,23150.0,98.31401027700001,15017,9582,2468,787,28202.0,2251,3731,5524,3487,603,3096,121,93,2094,195,385,141,10.0,6.2,12.8,15.0,22.2,14.2,6.3,12.5,0.5,0.6,13.9,2.0,4.0,0.6,0.1474,0.4094,0.235,0.5002,0.2853,0.2639,0.4524,0.3795,0.1853,0.0863,0.425,0.3871,0.3897,0.1032,0.6068,0.5454,0.1907,0.0548,0.0853,0.1133
37055,North Carolina,Dare,35.7805209687441,-75.8589075042825,35187,383.21456437844597,91.82062288543621,568.0,7250.835786,14.155566273,3.6573057029,3.8748374343000003,5.9286898839,15.757820204000001,22.6,7.9,20.8,70.754716981,17.760324333,3.0,15.0,20.0,108.0,299.2,17.777039375,3715.0,13.009980739000001,23.0,63.713680000000004,24.0,65.75161999999999,61.0,167.11871000000002,2269.0,42.0,48.0,91.4,5687,8263,68.824882004,1015.0,19851.0,5.1130925394,13.6,106346.0,28682.0,3.7077609651,1840.0,6827.0,26.951808994,55,15.23587911,88.0,246.60566913,145.0,80.856070618,8.2,False,16.62699762,15.174299385,1.5980958858,0.1020061204,77.725547941,17657.0,21.4,78.565328467,568.0,360.46253384,,,,,11.124542473,11.913193877000001,10.3,,,4030,11.4,2526.6499022,7.4488499476,36.0,33.16016359,21.0,8.436343769,28.603819369,3337.0,15.353117092,419.0,5.8470555400999995,71.23093,,3.406100186,3.2427839848000004,64768.0,32.021196064,53.392964808,31.677856963000004,,39.0,19.328604908,20.0,11.152561465,21.923076923000004,124.28451809,10949,70.908619908,2281.0,15.164206887,36501,18.900852031,21.421330922,882,2.4163721542,204,0.5588887976,290,0.7944987809,22,0.0602723213,2666,7.303909481900001,31945,87.51815018799999,703,2.0637623297,50.69176187,9823.0,28.959316038,34031,14706,2885,1161,29746.0,1943,6532,6892,5131,1057,4299,613,1503,1885,234,496,179,8.2,5.9,7.5,18.6,19.6,14.6,7.2,12.2,1.8,4.4,5.5,1.6,3.4,0.5,0.0716,0.3677,0.1681,0.1238,0.1305,0.6332,0.1656,0.4212,0.3025,0.1732,0.4196,0.7443,0.5931,0.6657,0.2499,0.3945,0.1175,0.0481,0.0793,0.1146
37057,North Carolina,Davidson,35.79336214144279,-80.21274787265091,164058,553.1668805676641,296.57957799577997,2679.0,9018.559568,17.422171017,4.0603332294,4.1193972537,9.534368071,17.857970935999997,32.2,7.7,27.2,68.71769054100001,15.910450932,41.0,143.0,28.671328670999998,663.0,400.7,28.008123201999997,17421.0,12.939621044,42.0,25.38286,35.0,21.00664,167.0,100.23167,4534.0,43.0,52.0,87.11056023799999,22109,38618,57.25050494600001,2926.0,80112.0,3.6523866587000002,23.2,90992.0,21553.0,4.2217788707,10994.0,36343.0,30.250667254,179,10.817932385,296.0,180.91306088,677.0,81.99103790699999,10.8,True,14.953562788,12.114520073,2.942324202,0.5385155701,84.430798951,72470.0,32.7,76.356529561,2679.0,431.98884059,90.0,61.123033876,95.0,7.9199666527999995,12.585892949000002,12.933393882999999,15.8,,,21320,13.0,10739.952669,6.593863301900001,141.0,28.369878834,204.0,17.702493969000002,32.16350353,15737.0,15.960769995,1905.0,5.0013126805,54.01707,8.5743022379,3.1354424432,3.1102252004000004,47758.0,54.511308561999996,59.561275157,48.845496226,3.0371925927,141.0,16.903346617,110.0,13.322029792999999,18.153846154,93.913522475,45905,70.11501275399999,7179.0,11.341769752000001,166614,21.942333776999998,18.231961300000002,15816,9.4925996615,1298,0.7790461786,2729,1.6379175819999998,111,0.06662105230000001,12182,7.3115104373,132803,79.706987408,3075,1.9752563015,51.079141009,77179.0,47.384545488,73053,64064,26221,7911,23146.0,20120,27390,37326,27575,5544,30834,2880,2073,10919,1882,3517,1989,16.2,10.0,17.6,16.7,22.8,17.0,8.7,18.8,1.9,2.8,14.9,2.9,5.5,1.2,0.5304,0.8475,0.5896,0.7268,0.7192,0.4352,0.5291,0.6437,0.5486,0.6157,0.5543,0.7456,0.6775,0.4976,0.6377,0.7676,0.4358,0.2362,0.5215,0.7122
37059,North Carolina,Davie,35.9291134798064,-80.5444822238126,41568,263.695233129498,157.636524205147,625.0,7772.0686825,14.894970835999999,3.7460835673000004,4.0169407504,8.7725764836,15.073575689,41.2,8.3,29.1,47.907371483999995,16.377445379,8.0,35.0,22.857142857,136.0,320.3,22.03765227,4224.0,12.516668147999999,17.0,40.04145,14.0,32.76157,27.0,63.18301999999999,3460.0,49.0,57.0,87.3,5311,8905,59.64065131899999,700.0,20474.0,3.4189704014999998,15.5,105940.0,25725.0,4.1181729835,2310.0,9015.0,25.623960067,41,9.6570567175,60.5,148.27159435,185.0,87.93235387799999,10.4,False,10.194950463,8.2554014834,2.0773410035,0.6072227549,82.708288941,18772.0,38.4,78.354536478,625.0,375.48444564,17.0,47.040593265,,,11.341530647,12.24523279,15.9,,,4770,11.4,1331.1687657,3.2278583069,33.0,25.942988318,36.0,12.270942408,30.19876868,3701.0,14.955952477,572.0,6.0033585223,70.20336,,3.3982097647000002,3.1575597208999997,60801.0,44.156901042,32.788418811,33.289442176,,37.0,17.283941386,29.0,13.783990608,17.272727273,29.32953781,12444,77.779861241,1427.0,9.2560160861,42733,21.011864367,21.163971638,2668,6.2434184354,296,0.6926731098000001,358,0.8377600449,10,0.0234011186,2995,7.0086350128,35911,84.035756909,936,2.3394151462,51.211007886000004,28987.0,70.288554801,18241,15646,5735,1292,28178.0,4278,7799,9198,5708,1196,6278,839,445,3454,325,577,395,13.9,6.4,14.5,18.8,22.1,13.9,7.6,15.1,2.1,2.4,18.9,2.1,3.7,1.0,0.3852,0.4368,0.2369,0.5893,0.3999,0.6507,0.4355,0.3521,0.3725,0.3356,0.4909,0.7746,0.6536,0.4505,0.7536,0.5597,0.1519,0.1487,0.2703,0.3731
37061,North Carolina,Duplin,34.9365424508517,-77.9330098510213,59121,814.737148058086,72.56450763404371,788.0,7384.202293100001,26.352486893000002,4.968570247,4.5923053644,8.275862069,21.303396197999998,39.8,7.7,35.4,29.489787198000002,13.816432875999999,16.0,72.0,22.222222222,277.0,469.2,37.354562156,9303.0,19.565080233,14.0,23.71314,14.0,23.78687,41.0,69.66155,4867.0,45.0,43.0,81.3,6130,13820,44.356005788999994,1080.0,24946.0,4.329351399,30.7,76182.0,15878.0,4.7979594407,6215.0,14094.0,44.096778771000004,59,9.9933941971,139.0,235.79104503,210.0,70.96872307,9.9,False,18.029398254,13.468720822,4.9150206706,1.1943040882,79.953945991,23885.0,35.7,79.492814377,788.0,361.66462297,40.0,69.974109579,42.0,8.111239861,16.229843045,15.41450113,20.6,,,9390,15.8,530.53310572,0.9068166920999999,14.0,7.9156866293,107.0,25.719793665,35.487469821,8300.0,24.498229044000002,1117.0,7.7424273931,71.36061,8.0804516584,2.8119907075,2.6879589917,42725.0,98.946835443,26.83215813,24.339908267,4.3266942614,27.0,8.8769279072,21.0,7.096872307000001,15.510204082000001,20.570533795,15252,70.024333134,2621.0,12.701104865,58856,23.722305286999998,18.699877668,14250,24.211635176999998,821,1.3949299986,449,0.7628788909,249,0.42306646729999997,13355,22.690974582,30192,51.298083458,3898,7.0436023924,51.298083458,50586.0,86.46440475200001,25518,21770,16106,2883,17960.0,11029,9366,14666,10674,2232,28337,4670,409,9304,1075,1800,621,27.6,10.5,28.0,15.8,24.8,18.2,10.3,47.9,8.5,1.6,36.5,4.9,8.3,1.1,0.9424,0.8742,0.9277,0.9694,0.9659,0.3464,0.7997,0.7233,0.7708,0.8978,0.873,0.9640000000000001,0.9494,0.298,0.9809,0.9284,0.7972,0.1777,0.8370000000000001,0.9809
37063,North Carolina,Durham,36.0360386477096,-78.87662204425209,294618,286.387138019874,1028.74033393062,2964.0,6103.697248899999,16.679165742000002,3.8704940321,3.8291224158999997,8.786428882100001,14.789372254000002,24.7,6.9,18.5,89.588059211,17.297071998,43.0,135.0,31.851851852,2736.0,877.9,22.249487529,34921.0,13.419437645,384.0,123.2191,232.0,73.24643,1883.0,594.49578,4177.0,44.0,58.0,81.5,73343,99020,74.068874975,5835.0,167606.0,3.4813789481999997,19.3,120754.0,24999.0,4.8303532141000005,29075.0,65110.0,44.655198893999994,314,10.075728405,1996.0,665.93156185,899.0,58.758054723,10.6,False,17.277553084,14.682709599999999,2.6331311089,0.8973710818999999,77.041992496,154861.0,25.8,80.290853997,2964.0,298.31359927,148.0,56.23356688,195.0,6.5058552697000005,12.010675347000001,12.15033872,6.6,,,49600,16.5,19963.215675,7.4604579725,134.0,14.337822640999999,196.0,9.343223803099999,33.623653789,31630.0,16.175304917000002,3629.0,5.363582619,239.62947000000003,5.1218299354,2.968060424,2.8410570709,59329.0,53.397354593,40.549405307,36.546869725,10.868648097000001,135.0,8.4284842912,212.0,13.856181980999999,10.049261084,394.89288729,66379,53.772560837,17977.0,14.978336944,316739,20.78177932,13.092798802999999,113927,35.968731353,2902,0.9162117706,17398,5.4928505804,335,0.1057653147,43428,13.710973388,134987,42.617738895,16891,5.9074725628,52.256905528000004,15059.0,5.627702392100001,128160,118681,48907,10119,31473.0,25033,32765,64587,28725,12730,170785,15988,24438,1749,3126,10419,13712,17.4,6.3,12.6,11.1,21.9,9.9,10.7,58.0,5.8,19.1,1.4,2.6,8.8,4.7,0.6097,0.4241,0.1105,0.489,0.3932,0.0538,0.4066,0.064,0.8208,0.106,0.922,0.9312,0.9567,0.9758,0.0509,0.7090000000000001,0.8322,0.7947,0.8968,0.6186
37065,North Carolina,Edgecombe,35.912888306183895,-77.5970613055388,54669,505.43183856498,108.162952605471,1098.0,12204.343614,24.725769774,4.8952619689,4.7198945359,12.430811808,20.794787648,38.0,5.5,37.8,58.501909747,12.156950190999998,18.0,52.0,34.615384615,501.0,949.8,43.934313473,5021.0,12.074065167999999,18.0,34.12516,14.0,26.92049,29.0,55.76387,6638.0,48.0,53.0,77.3,5881,12055,48.784736624,1470.0,21741.0,6.761418517999999,37.0,74727.0,14325.0,5.2165445026,7030.0,12045.0,58.364466584,59,11.185470264000001,252.5,481.02109825,259.0,96.948190737,10.2,True,20.682302772,17.553191489,3.7194977493,0.9002606018000001,81.126374923,21183.0,29.4,73.630186626,1098.0,549.70267624,41.0,84.33957994800001,45.0,10.506654214,15.645356383,15.240411415999999,16.4,,,13000,24.1,4394.6762853,7.7710360116,35.0,22.142088948,92.0,24.294855035999998,39.572850351,4661.0,15.495345745,400.0,3.2948929160000002,57.68676,15.901455767,2.7003378183999995,2.646656212,38818.0,92.733564014,47.046892135,45.533978068,13.203725562999999,32.0,10.634253159,60.0,22.459040325,19.512195122,64.881720503,12687,59.365495296999995,3323.0,16.670011036,52005,22.518988559,19.71541198,29763,57.231035477,405,0.7787712720000001,164,0.3153542929,67,0.128833766,2482,4.7726180175,18868,36.281126815,490,0.9762900976000001,53.781367176,25622.0,45.306974112,24684,21103,13750,3087,18009.0,8372,9273,12766,9715,3198,34596,507,580,5202,782,2473,1023,25.7,12.5,22.6,17.0,23.4,18.1,15.2,63.3,1.0,2.3,21.1,3.7,11.7,1.9,0.9147,0.9459,0.9265,0.8876,0.9596,0.4683,0.6167,0.7195,0.9796,0.9427,0.9459,0.5845,0.8176,0.4362,0.8039,0.8593,0.9446,0.4779,0.9414,0.9869
37067,North Carolina,Forsyth,36.130628051965104,-80.2562974704427,364691,407.767186699098,894.360831120811,4734.0,7676.635449099999,17.061101274000002,3.8374384811,4.2488692844,10.435952465,18.379820476,33.0,6.6,23.4,80.48393076100001,15.655990281,69.0,203.0,33.990147783000005,2524.0,670.7,22.860389894,39719.0,12.93458297,422.0,112.13861000000001,230.0,60.67017,1082.0,285.41357,4149.0,46.0,52.0,84.4,62569,93628,66.82723117,7109.0,186122.0,3.8195377226,25.1,102247.0,20833.0,4.907934527,32266.0,86321.0,37.379085043,394,10.469812925,2121.5,575.57255429,1403.0,75.379570793,9.4,False,16.35610766,14.025801024000002,2.2774327122,1.0351966874,83.657183134,167413.0,22.8,77.96507768800001,4734.0,365.82999685,220.0,63.07176707,265.0,8.4583466326,12.194617147,12.971380219,11.3,,,57080,15.5,48860.801185000004,13.933556102999999,268.0,23.781423868,298.0,11.547684186,34.114172585,36222.0,16.334537387,3944.0,4.3954574329,245.58229,6.262402510499999,3.0744673172000003,2.9892086237999997,50112.0,61.371940237,47.243437932,42.271654541,5.6575902386,221.0,11.236156002000001,206.0,11.067848598,20.16722408,295.85134237,90273,61.542079967,20817.0,14.630803615,379099,22.937807802,15.989754655,97867,25.81568403,3255,0.8586147681999999,9767,2.5763718712,474,0.1250333026,49428,13.038282875999998,214299,56.528505747,10844,3.1086419328,52.57623998,25762.0,7.346508113,160821,144898,69253,15067,27593.0,29357,52428,86511,39221,15431,154323,11749,21514,6120,3304,11367,10049,19.5,8.4,12.1,14.4,23.7,10.8,10.6,42.3,3.4,13.4,3.8,2.3,7.8,2.8,0.7294,0.7036,0.2732,0.45399999999999996,0.5597,0.2229,0.6695,0.1165,0.8093,0.341,0.8309,0.8637,0.8968,0.9319,0.1605,0.6202,0.7587,0.6425,0.8079999999999999,0.7233
37069,North Carolina,Franklin,36.0827594499721,-78.2857015215231,62989,491.751752038828,128.091053542452,960.0,8298.356774400001,20.013418143,4.2082921744,4.2767347245,9.0702008697,18.008536939000003,36.1,7.7,33.4,61.211831274,15.836100000999998,17.0,54.0,31.481481481,330.0,498.7,22.366930916999998,7735.0,14.39685819,6.0,9.06783,11.0,16.28182,67.0,99.17111,5179.0,43.0,54.0,86.0,9452,15650,60.396166134,1221.0,30642.0,3.9847268455,20.0,100538.0,22750.0,4.4192527473,4642.0,14534.0,31.938901885,60,9.0678273486,90.5,142.4400532,253.0,77.845435273,10.6,False,13.933389545,11.861861862,2.3608768971000003,0.3794266442,82.727928795,29099.0,55.9,77.555191738,960.0,390.45397306,42.0,71.83908046,38.0,8.0833865135,13.12708344,13.278998272,8.5,,,9470,14.8,1346.2792410999998,2.2208865885,46.0,23.181628055999997,91.0,20.279093814,34.521812181,6853.0,17.431449355999998,967.0,6.3719030047,22.20249,10.274390244,3.1612679486,3.0422787229000003,57710.0,66.56733524399999,33.017096585,29.641758812,6.2397211736000004,46.0,13.670942372,47.0,14.461404972,9.4339622642,36.837342452,18137,73.283769041,2614.0,10.928093645,67560,21.90053286,16.802841918,17019,25.190941385,635,0.9399052694,471,0.6971580817,53,0.0784487863,5763,8.5301953819,42888,63.481349911,1171,1.9113062497,50.575784488000004,51719.0,85.318134578,26934,23719,9967,2438,22394.0,7256,9559,14436,9144,2212,22947,868,330,7582,561,1569,1661,16.3,8.2,16.8,15.2,22.9,14.8,9.3,36.4,1.5,1.2,28.2,2.4,6.6,2.6,0.5387,0.6813,0.6476,0.6925,0.6819,0.2833,0.5498,0.4419,0.6552,0.4155,0.7724,0.6861,0.7775,0.2235,0.9236,0.6428,0.6154,0.6243,0.7644,0.7542
37071,North Carolina,Gaston,35.2943922016148,-81.1802544478351,211753,355.97318139797204,594.856610176101,3629.0,9266.9940469,18.091471904000002,4.086465642,4.2624994688,9.5607820912,16.768014654,29.2,6.9,31.9,72.111157478,16.16984458,39.0,155.0,25.161290323000003,1382.0,627.7,28.075012582,21944.0,11.996370038,134.0,60.858740000000004,117.0,52.50263,521.0,233.79373999999999,5910.0,44.0,51.0,85.6,33546,55417,60.533771225,4245.0,109604.0,3.8730338309,19.2,96755.0,20746.0,4.6637906101999995,18088.0,48960.0,36.944444444,297,13.48884105,783.5,389.69726963,900.0,82.982807806,10.9,True,15.643576747000001,12.98717786,2.8846755522000005,0.7759214067,85.527281751,96713.0,39.8,75.656594561,3629.0,462.604369,102.0,51.25885722899999,129.0,7.316243194199999,12.532847112999999,13.093077125999999,10.5,,,31370,14.7,23227.045353,11.270559549000001,167.0,25.303298671,238.0,15.845212249000001,34.946046764,19932.0,14.897195004,2259.0,4.3573867253,102.31281,8.6453744493,3.1125982003,2.9731473879,52798.0,59.000402831,43.67049486,37.485057901,5.192968720400001,189.0,16.859972102,150.0,13.830467967999999,19.244186047,179.6824344,54033,66.303040715,10585.0,13.444855136,222846,22.530357286999998,16.059072184,37921,17.016684168,1309,0.5874011649,3642,1.6343124849000001,154,0.06910601940000001,16180,7.2606194412,160046,71.819103776,2369,1.1631732190000001,51.810218716,40491.0,19.647622837,90212,79904,35812,10077,23710.0,24323,31800,49051,33468,8073,54735,2855,4786,9940,2300,5108,2933,17.2,9.7,16.8,15.0,23.2,16.0,10.1,25.8,1.4,5.3,11.0,2.9,6.4,1.4,0.5976,0.8259,0.5444,0.6925,0.7119,0.2639,0.5883,0.5559,0.7555,0.6183,0.652,0.6809999999999999,0.6985,0.7252,0.5014,0.7555,0.5801,0.3117,0.6883,0.7615
